96.890625,784,52.26666667
98.328125,786.25,52.41666667
99.546875,789.25,52.61666667
100.921875,793.5,52.9
102.359375,797.25,53.15
103.65625,800.5,53.36666667
105.109375,804.25,53.61666667
106.46875,809.5,53.96666667
107.734375,816,54.4
109.078125,822.25,54.81666667
110.4375,828.25,55.21666667
111.796875,834.5,55.63333333
113.125,841.75,56.11666667
114.453125,850.75,56.71666667
115.859375,860.75,57.38333333
117.09375,871,58.06666667
118.5625,880,58.66666667
119.828125,890.5,59.36666667
121.21875,903,60.2
122.578125,914.25,60.95
123.828125,927.75,61.85
125.15625,942.25,62.81666667
126.5625,957.25,63.81666667
127.890625,972.75,64.85
129.21875,990,66
130.59375,1008.75,67.25
131.828125,1027.75,68.51666667
133.125,1049.25,69.95
134.53125,1071.5,71.43333333
135.875,1076,71.73333333
137.296875,1057.75,70.51666667
138.609375,1034,68.93333333
140.078125,1011,67.4
141.484375,992,66.13333333
142.84375,974.5,64.96666667
144.125,956.75,63.78333333
145.609375,941.5,62.76666667
147,926,61.73333333
148.296875,912.25,60.81666667
149.78125,899.25,59.95
151.078125,886.5,59.1
152.53125,877,58.46666667
153.84375,868.25,57.88333333
155.234375,858,57.2
156.609375,847.5,56.5
158.03125,839.5,55.96666667
159.453125,832.5,55.5
160.796875,826.25,55.08333333
162.15625,820.25,54.68333333
163.40625,814.25,54.28333333
164.796875,809.25,53.95
166.28125,804,53.6
174.28125,281.5,18.76666667
175.71875,280,18.66666667
176.484375,279,18.6
177.609375,278.75,18.58333333
179.578125,278.5,18.56666667
181.34375,278.5,18.56666667
182.25,278.75,18.58333333
183.8125,279.75,18.65
186.4375,281.25,18.75
192.03125,801.5,53.43333333
193.515625,805,53.66666667
194.765625,810.75,54.05
196.1875,816.75,54.45
197.484375,822,54.8
198.921875,827.75,55.18333333
200.140625,834,55.6
201.59375,840.75,56.05
202.9375,848.75,56.58333333
204.28125,859.25,57.28333333
205.6875,869,57.93333333
206.9375,877.5,58.5
208.25,887.5,59.16666667
209.640625,900,60
210.921875,913,60.86666667
212.28125,925.5,61.7
