354.6826,493.0,188
354.9683,495.0,188
355.2484,496.0,188
355.5286,498.0,188
355.8087,500.0,188
356.0449,502.0,188
356.3251,503.0,188
356.6217,505.0,188
356.9019,507.0,188
357.1875,509.0,188
357.4677,511.0,188
357.7478,512.0,188
357.9840,514.0,188
358.2642,516.0,188
358.5443,518.0,188
358.8409,520.0,188
359.1211,522.0,188
359.3408,524.0,188
359.6210,526.0,188
359.9176,528.0,188
0.1978,530.0,188
0.4834,534.0,188
1.2799,540.0,188
3.7793,552.0,188
4.0155,560.0,188
4.5758,566.0,188
5.0922,574.0,188
5.3723,578.0,188
6.2292,582.0,188
7.5916,474.0,188
10.3271,452.0,188
12.2168,664.0,188
12.4530,668.0,188
12.7332,672.0,188
13.0133,676.0,188
13.3099,680.0,188
13.5297,686.0,188
13.8263,690.0,188
14.1064,696.0,188
14.3866,700.0,188
14.6228,704.0,188
14.9030,710.0,188
15.1831,716.0,188
16.5619,738.0,188
16.8420,744.0,188
17.0728,750.0,188
17.3584,756.0,188
17.6385,762.0,188
17.9187,768.0,188
18.1549,774.0,188
18.4351,780.0,188
18.7317,784.0,188
19.2920,788.0,188
19.8083,816.0,188
20.0885,818.0,188
20.3247,824.0,188
20.6049,830.0,188
20.8905,836.0,188
22.2638,850.0,188
22.5439,848.0,188
22.8900,846.0,188
23.1702,844.0,188
23.4503,842.0,188
23.7469,840.0,188
24.0271,838.0,188
24.3073,836.0,188
25.1697,842.0,188
26.0266,822.0,188
26.3123,822.0,188
26.5924,822.0,188
26.8726,820.0,188
27.2186,818.0,188
27.4988,816.0,188
27.7954,814.0,188
28.0756,812.0,188
28.3557,812.0,188
28.6359,810.0,188
28.9325,808.0,188
29.2181,808.0,188
29.4983,806.0,188
29.7784,808.0,188
30.8551,630.0,188
31.6516,632.0,188
32.0581,798.0,188
35.2167,345.0,188
36.0132,349.0,188
38.8586,1848.0,188
39.6716,1924.0,188
47.7026,1992.0,188
47.9993,1992.0,188
48.2794,1992.0,188
48.5596,1990.0,188
48.8562,1990.0,188
49.1364,1992.0,188
49.4165,1992.0,188
49.7186,1994.0,188
49.9988,1992.0,188
50.2954,1992.0,188
50.5756,1992.0,188
50.8557,1994.0,188
51.1523,1994.0,188
51.4325,1994.0,188
51.7181,1994.0,188
52.0148,1996.0,188
52.2949,1998.0,188
52.5916,2002.0,188
53.4485,2014.0,188
56.7773,530.0,188
57.0135,538.0,188
57.2937,542.0,188
58.0463,506.0,188
58.3264,503.0,188
58.6230,510.0,188
58.8593,514.0,188
59.1394,516.0,188
59.4196,518.0,188
59.7162,520.0,188
59.9359,528.0,188
60.1666,538.0,188
60.4688,536.0,188
61.3092,491.0,188
61.6058,490.0,188
61.8256,493.0,188
62.1222,498.0,188
62.3419,502.0,188
62.6221,505.0,188
62.9187,508.0,188
63.1989,512.0,188
63.9954,516.0,188
65.1215,394.0,188
65.4675,386.0,188
65.8081,380.0,188
66.1542,377.0,188
66.4343,375.0,188
66.7804,372.0,188
67.0605,371.0,188
67.3407,369.0,188
67.6208,368.0,188
67.9669,367.0,188
68.2031,368.0,188
68.4833,369.0,188
68.7634,369.0,188
69.0601,370.0,188
69.3402,369.0,188
69.6204,369.0,188
69.9060,369.0,188
70.2026,370.0,188
70.4828,370.0,188
70.7629,371.0,188
71.0431,372.0,188
71.3397,372.0,188
71.5594,373.0,188
71.8561,373.0,188
72.1362,373.0,188
72.4219,373.0,188
72.7020,373.0,188
72.9987,373.0,188
73.2788,374.0,188
73.5590,376.0,188
73.8391,377.0,188
74.1357,378.0,188
74.3555,379.0,188
74.6521,379.0,188
74.9323,379.0,188
75.2179,380.0,188
75.4980,382.0,188
75.7947,383.0,188
76.0748,384.0,188
76.2946,386.0,188
76.5912,388.0,188
76.8713,389.0,188
77.1515,390.0,188
